VS B DENZ PART A I Thigh Tlow Time Dcool Compr Ion HB4861 Fe5160 N5200 Fe5262 O5577 N5755 O6300 HA6563 N6583 S6716 S6731 Fe7155 Fe7172 Ca7291 O7330 Fe7390 Fe7452 Fe8619 C8730 Fe8894 Fe9054 Fe9229 C9850
50.0 1.0 2.0 .25 1 0 0.5835E+05 0.1011E+04 0.7138E+02 0.1682E+15 0.361E+02 0.329E+00 0.278712 0.000376261 0.0309928 0.00300452 0.00190918 0.00247496 0.164161 0.0002081 0.203739 0.162489 0.193426 0.00139635 0.000314945 0.00808265 0.0102287 0.000234118 0.000437578 0.0401987 0.00359539 0.0131803 0.00949015 0.00741374 0.166391
50.0 1.0 2.0 .5 1 0 0.4929E+05 0.1011E+04 0.7029E+02 0.1798E+15 0.314E+02 0.497E+00 0.283858 0.000425787 0.0243267 0.00347726 0.00152432 0.00326437 0.126033 0.000254 0.25235 0.156974 0.199836 0.00145619 0.000329276 0.00902669 0.0199836 0.000244118 0.000457012 0.0398792 0.00448496 0.0130177 0.00941558 0.00732354 0.190185
50.0 30.0 2.0 .02 1 0 0.6419E+05 0.1012E+04 0.2527E+03 0.3758E+16 0.973E+01 0.132E+00 0.268539 0.000198719 0.0544866 0.000711629 0.00239269 0.00156021 0.194154 0.0001068 0.125139 0.211072 0.160587 0.000950629 0.000225573 0.00469944 0.00279818 0.000166494 0.000298079 0.0346308 0.00143669 0.0119178 0.00817702 0.00670274 0.0641809
50.0 30.0 2.0 .05 1 0 0.6252E+05 0.1002E+04 0.2284E+03 0.3398E+16 0.969E+01 0.155E+00 0.268468 0.000204036 0.052056 0.000778559 0.00232762 0.0016135 0.188733 0.000111 0.132355 0.208063 0.161081 0.000955748 0.000225514 0.00475189 0.00331827 0.000169135 0.000300685 0.0344391 0.00154101 0.0118314 0.00813191 0.00665533 0.068191
50.0 30.0 2.0 .1 1 0 0.5992E+05 0.1011E+04 0.1988E+03 0.2962E+16 0.963E+01 0.194E+00 0.268417 0.000209365 0.0490129 0.000880406 0.00222249 0.00169908 0.179302 0.0001181 0.142798 0.203191 0.161587 0.000960931 0.000228154 0.0048315 0.00420072 0.000169102 0.000300627 0.034097 0.00169102 0.0116842 0.00804981 0.00657352 0.0738146
50.0 30.0 2.0 .25 1 0 0.5329E+05 0.1001E+04 0.1556E+03 0.2330E+16 0.944E+01 0.308E+00 0.269584 0.00022645 0.0411924 0.00113764 0.00191674 0.00191135 0.150697 0.0001417 0.163637 0.1879 0.160402 0.000962414 0.000223754 0.00496034 0.00709005 0.000167142 0.000301934 0.0327032 0.00197066 0.0111338 0.00772088 0.00626243 0.0835709
50.0 30.0 2.0 .5 1 0 0.4503E+05 0.1005E+04 0.1299E+03 0.1967E+16 0.908E+01 0.497E+00 0.274946 0.00025295 0.0327735 0.00147646 0.00148746 0.00248826 0.109703 0.0001844 0.199886 0.17569 0.163868 0.000976057 0.000225456 0.00538894 0.0139947 0.000167717 0.00030519 0.0311843 0.00233154 0.0105332 0.00736305 0.00592508 0.0951312
50.0 100.0 2.5 .02 1 0 0.5182E+05 0.1039E+04 0.2062E+03 0.5730E+16 0.541E+01 0.831E-01 0.253566 0.000273852 0.0920446 0.00102948 0.00337243 0.00127544 0.278923 0.0002173 0.103709 0.294137 0.225421 0.00132615 0.000314422 0.00773378 0.00219335 0.000233281 0.000415849 0.0482715 0.00205896 0.0165832 0.0113978 0.00932871 0.0882411
50.0 100.0 2.5 .05 1 0 0.5048E+05 0.1002E+04 0.1731E+03 0.4809E+16 0.540E+01 0.107E+00 0.253893 0.000279282 0.0855619 0.00117806 0.00319905 0.00132532 0.266587 0.0002312 0.112982 0.279282 0.221902 0.00131516 0.000309749 0.007566 0.00284106 0.000231042 0.000413845 0.0470235 0.00256432 0.016107 0.0111027 0.00905889 0.102319
50.0 100.0 2.5 .1 1 0 0.4839E+05 0.1047E+04 0.1367E+03 0.3801E+16 0.537E+01 0.147E+00 0.256848 0.000290238 0.0778249 0.00140239 0.00300512 0.00138955 0.246317 0.0002519 0.124571 0.261985 0.217807 0.00130992 0.000308218 0.00734585 0.00395032 0.000228595 0.000410957 0.0455802 0.0032106 0.0155393 0.0107619 0.00874054 0.119691
50.0 100.0 2.5 .25 1 0 0.4308E+05 0.1018E+04 0.9677E+02 0.2697E+16 0.531E+01 0.267E+00 0.26422 0.000309138 0.0610349 0.00188389 0.00240969 0.00147963 0.193673 0.000327 0.140037 0.217189 0.202921 0.00126826 0.000293284 0.00668477 0.00737174 0.000216661 0.000398972 0.0411576 0.0039633 0.0138689 0.00971802 0.00780242 0.137659
50.0 10.0 2.5 .02 1 0 0.7009E+05 0.1010E+04 0.4635E+02 0.1681E+15 0.300E+02 0.168E+00 0.274749 0.000445094 0.0331348 0.00375033 0.00229691 0.00193149 0.199193 0.000499 0.149738 0.138199 0.182708 0.00151936 0.000343437 0.00700611 0.00535762 0.00025277 0.000475317 0.0411437 0.00293982 0.0133858 0.00971514 0.00753088 0.129682
50.0 10.0 2.5 .05 1 0 0.6827E+05 0.1011E+04 0.4503E+02 0.1629E+15 0.297E+02 0.189E+00 0.274855 0.000467253 0.0310861 0.00396066 0.00224556 0.0019982 0.195147 0.000517 0.156942 0.133854 0.182229 0.00155568 0.000349066 0.00717371 0.00623921 0.000258364 0.000486493 0.0414124 0.00313335 0.0134514 0.00977934 0.00756676 0.134679
50.0 100.0 2.5 .5 1 0 0.3645E+05 0.1020E+04 0.7599E+02 0.2130E+16 0.519E+01 0.464E+00 0.275536 0.00033891 0.0457391 0.00236961 0.0017221 0.0017965 0.130053 0.000466 0.163118 0.176894 0.188742 0.00121787 0.000278292 0.00614446 0.0149616 0.000206652 0.000382996 0.0363736 0.00377485 0.0121016 0.00858847 0.00680575 0.129227
50.0 10.0 2.5 .1 1 0 0.6542E+05 0.1003E+04 0.4356E+02 0.1572E+15 0.291E+02 0.223E+00 0.275503 0.000501415 0.0281564 0.00426203 0.00216545 0.00211586 0.188168 0.000547 0.168332 0.127558 0.18073 0.00160343 0.000360909 0.00743857 0.00779673 0.000267238 0.00050417 0.0417635 0.00341623 0.0135437 0.00986024 0.00761765 0.141884
50.0 10.0 2.5 .25 1 0 0.5817E+05 0.1006E+04 0.4140E+02 0.1502E+15 0.275E+02 0.325E+00 0.278145 0.000584104 0.0222516 0.00492594 0.00194701 0.00248105 0.167443 0.000636 0.197761 0.114874 0.176622 0.00171337 0.000389403 0.00820527 0.0134066 0.000286489 0.000536819 0.0425088 0.00414436 0.0137932 0.0100382 0.00775745 0.158821
50.0 1.0 2.5 .02 1 0 0.7032E+05 0.1007E+04 0.5469E+02 0.8958E+14 0.431E+02 0.165E+00 0.27723 0.000554459 0.0352359 0.00484043 0.00245348 0.00204318 0.227883 0.000527 0.159684 0.145823 0.209031 0.00185189 0.000418617 0.00948125 0.00601311 0.000310497 0.000582182 0.048992 0.00429706 0.0158492 0.0115688 0.0089157 0.198774
50.0 1.0 2.5 .05 1 0 0.6849E+05 0.1000E+04 0.5448E+02 0.8772E+14 0.424E+02 0.184E+00 0.277798 0.000580598 0.0330024 0.00506148 0.0023974 0.00212238 0.22335 0.000545 0.16779 0.141399 0.207793 0.00188903 0.000427809 0.00966738 0.00700051 0.00031669 0.00059171 0.0492897 0.00455589 0.0159428 0.011637 0.00896732 0.205293
50.0 10.0 2.5 .5 1 0 0.4913E+05 0.1019E+04 0.3477E+02 0.1343E+15 0.246E+02 0.498E+00 0.283504 0.000683244 0.0159329 0.0054943 0.00155077 0.0033737 0.12786 0.000782 0.2492 0.104046 0.171803 0.00178607 0.000411081 0.00918552 0.0273298 0.000303349 0.000561338 0.0423356 0.00510307 0.0138435 0.00999635 0.00778785 0.170669
50.0 1.0 2.5 .1 1 0 0.6564E+05 0.1000E+04 0.5404E+02 0.8579E+14 0.414E+02 0.217E+00 0.278746 0.000618815 0.0298815 0.00536585 0.00231359 0.00225226 0.215749 0.000574 0.180627 0.134634 0.204878 0.00194007 0.000440418 0.00995122 0.00875261 0.000326132 0.000607666 0.0496307 0.00490592 0.0160641 0.0117185 0.00903693 0.214355
50.0 1.0 2.5 .25 1 0 0.5836E+05 0.1001E+04 0.4544E+02 0.7699E+14 0.380E+02 0.318E+00 0.281654 0.000695686 0.0223352 0.00587249 0.00201664 0.0026391 0.185892 0.000665 0.212931 0.117168 0.190962 0.00199411 0.000459096 0.0102804 0.0147023 0.000340802 0.000625272 0.0490782 0.00546409 0.0159754 0.0115873 0.00898758 0.217437
50.0 1.0 2.5 .5 1 0 0.4929E+05 0.1001E+04 0.4628E+02 0.8286E+14 0.333E+02 0.478E+00 0.287965 0.000806303 0.0170187 0.00646482 0.00164716 0.00357077 0.148014 0.000806 0.267808 0.110003 0.189193 0.00208487 0.000483782 0.0117202 0.0296316 0.000359957 0.000653681 0.0494091 0.00702635 0.0162614 0.0116655 0.00914866 0.243907
50.0 30.0 2.5 .02 1 0 0.6829E+05 0.1012E+04 0.6619E+02 0.5703E+15 0.156E+02 0.156E+00 0.273302 0.000306098 0.0370051 0.00223288 0.00215635 0.00168901 0.180106 0.000427 0.134191 0.153049 0.164528 0.00116427 0.000265103 0.00516541 0.00398201 0.000196778 0.000366225 0.0350756 0.00191858 0.0116345 0.00828105 0.00654559 0.0885499
50.0 30.0 2.5 .05 1 0 0.6651E+05 0.1007E+04 0.6266E+02 0.5396E+15 0.156E+02 0.178E+00 0.273589 0.000322835 0.0348279 0.00241579 0.0021039 0.0017455 0.175644 0.000443 0.140898 0.148285 0.165248 0.00119285 0.000270853 0.00528027 0.00468658 0.00019972 0.000374817 0.0352246 0.0020656 0.011644 0.00831711 0.00654972 0.0930203
50.0 30.0 2.5 .1 1 0 0.6374E+05 0.1002E+04 0.5825E+02 0.5018E+15 0.154E+02 0.214E+00 0.273517 0.000344631 0.0316186 0.00267773 0.00201308 0.00183256 0.167939 0.000472 0.150161 0.140861 0.165204 0.00122809 0.000278987 0.00544299 0.00592164 0.000205138 0.000385659 0.0352755 0.00225925 0.0116053 0.00832859 0.00652885 0.0987396
50.0 30.0 2.5 .25 1 0 0.5668E+05 0.1009E+04 0.5104E+02 0.4415E+15 0.149E+02 0.323E+00 0.275179 0.000407264 0.0249587 0.00328563 0.00178041 0.00211062 0.145845 0.00056 0.173913 0.124931 0.163456 0.0013126 0.000294441 0.00588882 0.0102917 0.000220143 0.000412768 0.0353467 0.00268574 0.0115272 0.00834617 0.00648596 0.110071
50.0 30.0 2.5 .5 1 0 0.4788E+05 0.1004E+04 0.4766E+02 0.4168E+15 0.141E+02 0.500E+00 0.279466 0.000489065 0.0183329 0.00394605 0.00142807 0.0028226 0.110948 0.000711 0.216027 0.112625 0.163487 0.00140292 0.000315796 0.00673512 0.0212953 0.000234751 0.000438761 0.0352965 0.00338153 0.0114749 0.00833366 0.00645565 0.125759
50.0 100.0 3.0 .02 1 0 0.6356E+05 0.1041E+04 0.4214E+02 0.6511E+15 0.933E+01 0.129E+00 0.270036 0.000410455 0.0395063 0.00330524 0.00237632 0.00155271 0.204147 0.001108 0.125837 0.14987 0.183895 0.00143659 0.000324043 0.00572477 0.00392632 0.000240332 0.00045096 0.0405567 0.00220079 0.0132696 0.00957548 0.0074638 0.0964029
50.0 100.0 3.0 .05 1 0 0.6190E+05 0.1036E+04 0.3910E+02 0.6038E+15 0.930E+01 0.152E+00 0.270224 0.000437762 0.0361019 0.00358046 0.0022942 0.00160243 0.197263 0.001162 0.13268 0.141327 0.18159 0.00147272 0.000332375 0.00578279 0.00479377 0.000245904 0.000462083 0.0405228 0.00258604 0.0132058 0.00956862 0.00742845 0.105387
50.0 100.0 3.0 .1 1 0 0.5933E+05 0.1008E+04 0.3589E+02 0.5540E+15 0.925E+01 0.189E+00 0.271065 0.000474364 0.0314165 0.00393858 0.00216581 0.00167518 0.186222 0.001258 0.141767 0.128756 0.176192 0.00151525 0.000341542 0.00588211 0.00631582 0.000252091 0.000474364 0.0402613 0.00295461 0.0130681 0.00950626 0.00735129 0.113305
50.0 100.0 3.0 .25 1 0 0.5277E+05 0.1025E+04 0.3013E+02 0.4659E+15 0.909E+01 0.300E+00 0.273964 0.000561626 0.022602 0.00462451 0.00185473 0.00189583 0.156981 0.001544 0.161913 0.10438 0.161639 0.00158625 0.000358892 0.00616418 0.0115887 0.000265745 0.000498614 0.0393823 0.00336975 0.0127558 0.00929833 0.00717511 0.1189
50.0 10.0 3.0 .02 1 0 0.7025E+05 0.1005E+04 0.2908E+02 0.6716E+14 0.373E+02 0.162E+00 0.278319 0.000949068 0.0220429 0.00747565 0.00255497 0.00215976 0.244364 0.001642 0.159199 0.0943502 0.172558 0.00236015 0.000559421 0.0107153 0.0085444 0.000414695 0.000740329 0.0552018 0.00576121 0.0183384 0.0130337 0.0103173 0.198998
50.0 10.0 3.0 .05 1 0 0.6842E+05 0.1003E+04 0.2914E+02 0.6684E+14 0.369E+02 0.181E+00 0.277582 0.000993744 0.0202635 0.00764184 0.00249824 0.00224842 0.239831 0.001704 0.166549 0.0899366 0.167382 0.00238998 0.000571819 0.0109645 0.0099652 0.000421925 0.000749472 0.0554276 0.00619008 0.0185342 0.013088 0.010426 0.204578
50.0 100.0 3.0 .5 1 0 0.4460E+05 0.1003E+04 0.2744E+02 0.4261E+15 0.880E+01 0.481E+00 0.281572 0.000672958 0.0151486 0.00518657 0.00144165 0.00252289 0.116289 0.002035 0.197945 0.0850349 0.146418 0.00163312 0.000377307 0.00687037 0.0246376 0.000278757 0.000512462 0.038108 0.00371676 0.0124793 0.00899906 0.0070196 0.121076
50.0 10.0 3.0 .1 1 0 0.6557E+05 0.1002E+04 0.2926E+02 0.6667E+14 0.362E+02 0.212E+00 0.278643 0.00106442 0.0179725 0.00791067 0.00242419 0.00241305 0.233781 0.001798 0.179167 0.0844288 0.160498 0.0024437 0.000590723 0.0114244 0.0125111 0.000437469 0.000766268 0.0560351 0.00685462 0.018931 0.01323 0.0106497 0.212883
50.0 10.0 3.0 .25 1 0 0.5830E+05 0.1005E+04 0.2987E+02 0.6792E+14 0.341E+02 0.304E+00 0.282324 0.00124223 0.013721 0.00846409 0.00222189 0.00293617 0.214567 0.002065 0.21259 0.0736867 0.146244 0.00255786 0.00063523 0.0127893 0.0215696 0.000471482 0.000801801 0.0573232 0.0086109 0.01987 0.0135346 0.0111772 0.230094
50.0 1.0 3.0 .02 1 0 0.7032E+05 0.1005E+04 0.4009E+02 0.4948E+14 0.453E+02 0.157E+00 0.279783 0.00106877 0.0229143 0.00827599 0.00267193 0.00224386 0.268032 0.001662 0.165352 0.0987635 0.184377 0.00261877 0.000626715 0.0126462 0.00909296 0.00046444 0.000819765 0.0614908 0.00724639 0.0205949 0.014518 0.0115858 0.25824
50.0 1.0 3.0 .05 1 0 0.6849E+05 0.1007E+04 0.4027E+02 0.4921E+14 0.448E+02 0.176E+00 0.279326 0.00111731 0.0210891 0.00844124 0.00261449 0.00234075 0.263684 0.001722 0.173462 0.0944123 0.178769 0.00264801 0.000639657 0.0129049 0.0105865 0.000474855 0.000829599 0.0617367 0.00773734 0.020821 0.014578 0.0117122 0.264801
50.0 10.0 3.0 .5 1 0 0.4924E+05 0.1014E+04 0.2413E+02 0.5913E+14 0.305E+02 0.460E+00 0.289641 0.00144241 0.00970299 0.00885724 0.00181316 0.00411291 0.171468 0.00251 0.268208 0.06459 0.132366 0.00262994 0.000674865 0.0146848 0.0435621 0.00050108 0.000825478 0.0575025 0.0108326 0.020524 0.0135784 0.0115451 0.233741
50.0 1.0 3.0 .1 1 0 0.6564E+05 0.1007E+04 0.4059E+02 0.4911E+14 0.439E+02 0.206E+00 0.282307 0.00119981 0.0189146 0.00875717 0.0025577 0.00253512 0.258876 0.001803 0.188299 0.0892091 0.17249 0.0027158 0.000666245 0.0134661 0.0133814 0.000494038 0.000852568 0.0627117 0.00858214 0.0213791 0.014807 0.0120263 0.275532
50.0 1.0 3.0 .25 1 0 0.5836E+05 0.1011E+04 0.3208E+02 0.4226E+14 0.409E+02 0.298E+00 0.284962 0.00135357 0.0136212 0.00902759 0.0022569 0.00304909 0.228254 0.002088 0.2217 0.07466 0.150175 0.00274988 0.000695307 0.0143336 0.022569 0.000515781 0.000863434 0.0622983 0.00988817 0.0218138 0.0147097 0.0122705 0.269859
50.0 1.0 3.0 .5 1 0 0.4929E+05 0.1008E+04 0.3254E+02 0.4499E+14 0.367E+02 0.443E+00 0.290873 0.00157071 0.0102387 0.00950282 0.00188486 0.00424675 0.189067 0.00252 0.278075 0.0680643 0.140201 0.00284765 0.000738817 0.0166961 0.0452598 0.000546841 0.00089298 0.0628198 0.0129729 0.0225863 0.0148316 0.0127053 0.287673
50.0 300.0 3.0 .02 1 0 0.3147E+05 0.1062E+04 0.2398E+03 0.1167E+17 0.314E+01 0.338E-01 0.213479 0.000569989 0.255534 0.00191704 0.00770659 0.000738638 0.657515 0.0002745 0.0653246 0.680998 0.50808 0.00294815 0.000704481 0.0444036 0.0016075 0.000520889 0.000924364 0.10925 0.00964925 0.037615 0.0257968 0.02116 0.311679
50.0 300.0 3.0 .05 1 0 0.3067E+05 0.1110E+04 0.1512E+03 0.7357E+16 0.314E+01 0.593E-01 0.224005 0.000571213 0.219301 0.00249094 0.00687696 0.0008893 0.586893 0.0003116 0.08781 0.598094 0.474891 0.00280902 0.000663055 0.0407689 0.00276646 0.000492811 0.00088034 0.100607 0.0158148 0.0344229 0.0237557 0.019363 0.477131
50.0 300.0 3.0 .1 1 0 0.2942E+05 0.1078E+04 0.1027E+03 0.4997E+16 0.313E+01 0.102E+00 0.238182 0.000557345 0.173396 0.00307731 0.00564491 0.000881273 0.483509 0.000385 0.0978927 0.481127 0.416818 0.00255093 0.000595455 0.0350127 0.00443733 0.000440636 0.000800291 0.0868983 0.0200549 0.0294607 0.020517 0.0165727 0.581164
50.0 300.0 3.0 .25 1 0 0.2625E+05 0.1053E+04 0.6320E+02 0.3076E+16 0.310E+01 0.227E+00 0.264734 0.000521525 0.103776 0.00379628 0.0035739 0.000796848 0.299149 0.000638 0.0995398 0.293854 0.307091 0.00206227 0.000471226 0.0251232 0.0088421 0.000349448 0.00064595 0.0630807 0.0209404 0.0209669 0.0148939 0.0117939 0.569177
50.0 30.0 3.0 .02 1 0 0.6967E+05 0.1005E+04 0.2845E+02 0.1445E+15 0.234E+02 0.162E+00 0.275662 0.000678128 0.0226594 0.00562074 0.00226318 0.0018938 0.202611 0.001549 0.143344 0.0962059 0.161262 0.00184693 0.000424519 0.00747043 0.00675371 0.000314254 0.00057889 0.0444863 0.00344577 0.0144805 0.0105027 0.0081458 0.131766
50.0 30.0 3.0 .05 1 0 0.6785E+05 0.1003E+04 0.2801E+02 0.1419E+15 0.232E+02 0.183E+00 0.276185 0.000715318 0.0208519 0.00583854 0.002215 0.00197196 0.199129 0.001604 0.150244 0.0919695 0.157701 0.00188634 0.000436372 0.00767793 0.0079265 0.000323136 0.000591035 0.0448607 0.00375611 0.0146571 0.0105917 0.00824411 0.13754
50.0 300.0 3.0 .5 1 0 0.2229E+05 0.1062E+04 0.4764E+02 0.2325E+16 0.306E+01 0.433E+00 0.287186 0.000499704 0.0626066 0.00408666 0.00206487 0.000858687 0.167717 0.001116 0.104823 0.184374 0.231472 0.00170876 0.00038483 0.0185235 0.0171163 0.000284315 0.000537039 0.0469636 0.0179779 0.015353 0.0110883 0.00863569 0.442267
50.0 30.0 3.0 .1 1 0 0.6503E+05 0.1008E+04 0.2730E+02 0.1381E+15 0.229E+02 0.216E+00 0.277059 0.000772994 0.018369 0.00612854 0.00214444 0.00210288 0.19311 0.0017 0.161248 0.0856112 0.151828 0.00193664 0.000451606 0.008007 0.0100849 0.000335241 0.000606759 0.0453324 0.00418359 0.0149141 0.0107028 0.00838934 0.144348
50.0 30.0 3.0 .25 1 0 0.5782E+05 0.1003E+04 0.2692E+02 0.1360E+15 0.220E+02 0.316E+00 0.279618 0.000914352 0.0137013 0.00669966 0.00194614 0.00251936 0.173923 0.001992 0.189022 0.07326 0.138411 0.00203842 0.000489332 0.00894779 0.0176719 0.000363504 0.000640326 0.046165 0.00522887 0.0155188 0.0108995 0.00872969 0.157146
50.0 30.0 3.0 .5 1 0 0.4884E+05 0.1000E+04 0.2762E+02 0.1407E+15 0.204E+02 0.476E+00 0.285539 0.0011136 0.00990821 0.00734407 0.001639 0.00354069 0.141913 0.002448 0.239567 0.0651029 0.129064 0.00216439 0.000533958 0.0107363 0.0369488 0.0003969 0.000679583 0.0474309 0.00719559 0.0164156 0.0111988 0.00923434 0.176463
50.0 100.0 3.5 .02 1 0 0.6807E+05 0.1019E+04 0.1650E+02 0.1446E+15 0.153E+02 0.150E+00 0.277283 0.000953853 0.0158606 0.00692098 0.00227095 0.00186611 0.21129 0.00449 0.136146 0.0693207 0.132818 0.00211844 0.0005102 0.00798575 0.00779165 0.000379878 0.000665479 0.0485217 0.00390969 0.0163431 0.0114573 0.0091947 0.124223
50.0 100.0 3.5 .05 1 0 0.6629E+05 0.1014E+04 0.1617E+02 0.1415E+15 0.152E+02 0.171E+00 0.277564 0.00100756 0.0141835 0.00705846 0.00221774 0.00194572 0.207063 0.00468 0.142113 0.0646724 0.126292 0.00214279 0.000524596 0.0082159 0.00924288 0.00038859 0.000671705 0.0487125 0.00441327 0.0165789 0.0115023 0.00932615 0.1299
50.0 100.0 3.5 .1 1 0 0.6354E+05 0.1008E+04 0.1574E+02 0.1377E+15 0.151E+02 0.204E+00 0.278 0.00108698 0.012093 0.0072141 0.00213226 0.00208222 0.199326 0.005 0.150676 0.05838 0.116482 0.00217118 0.00053932 0.0085346 0.0117872 0.00040032 0.0006811 0.0488335 0.0049484 0.0168829 0.0115314 0.00949648 0.133996
50.0 100.0 3.5 .25 1 0 0.5650E+05 0.1026E+04 0.1484E+02 0.1299E+15 0.148E+02 0.302E+00 0.28125 0.00128531 0.0084375 0.00751219 0.00192375 0.00253125 0.178875 0.00592 0.172688 0.0466875 0.0973125 0.00223313 0.000579375 0.00953438 0.0207 0.000430313 0.000700313 0.0491541 0.00613125 0.0176513 0.0116072 0.00992812 0.138938
50.0 10.0 3.5 .02 1 0 0.7030E+05 0.1000E+04 0.2439E+02 0.3795E+14 0.446E+02 0.146E+00 0.280998 0.00195013 0.0125325 0.0108606 0.00297858 0.00260485 0.320338 0.00521 0.158764 0.0578856 0.123358 0.00333545 0.000899194 0.0169161 0.0131226 0.000665965 0.00104531 0.0741975 0.0126168 0.0274844 0.0175202 0.0154605 0.272006
50.0 10.0 3.5 .05 1 0 0.6847E+05 0.1005E+04 0.2451E+02 0.3805E+14 0.444E+02 0.162E+00 0.281227 0.00203889 0.0115303 0.0109819 0.00292476 0.00275602 0.317786 0.00538 0.165924 0.0551204 0.118115 0.00337753 0.000919612 0.0174642 0.0152144 0.000683381 0.00106022 0.0747501 0.0136395 0.0279455 0.0176498 0.0157206 0.27729
50.0 100.0 3.5 .5 1 0 0.4773E+05 0.1006E+04 0.1472E+02 0.1293E+15 0.141E+02 0.458E+00 0.287449 0.00154935 0.0056915 0.00785312 0.00160972 0.00365061 0.144587 0.00741 0.211275 0.0385182 0.082498 0.00231972 0.00062664 0.0114117 0.042715 0.000465668 0.000727247 0.049516 0.00822105 0.0184974 0.0116906 0.0104057 0.144874
50.0 10.0 3.5 .1 1 0 0.6562E+05 0.1006E+04 0.2470E+02 0.3828E+14 0.439E+02 0.188E+00 0.282155 0.00216978 0.010214 0.0111451 0.00287799 0.00301906 0.313193 0.00566 0.177194 0.0513523 0.110605 0.0034423 0.000950864 0.0183401 0.0189044 0.000705389 0.00108066 0.0754456 0.0151517 0.0285654 0.0178153 0.0160688 0.282155
50.0 10.0 3.5 .25 1 0 0.5834E+05 0.1003E+04 0.2522E+02 0.3926E+14 0.424E+02 0.262E+00 0.285935 0.00247906 0.00786321 0.0115403 0.00269351 0.00380294 0.294513 0.00647 0.205301 0.0443199 0.0972179 0.00359992 0.00102079 0.0208161 0.031653 0.000757728 0.00112944 0.0767135 0.0189289 0.0297687 0.018114 0.0167444 0.288794
50.0 1.0 3.5 .02 1 0 0.7032E+05 0.1008E+04 0.3062E+02 0.3257E+14 0.496E+02 0.143E+00 0.281226 0.00204733 0.012852 0.0112772 0.00303724 0.00264915 0.334659 0.00522 0.161143 0.0599011 0.127677 0.00348439 0.00094492 0.0181391 0.0134145 0.000700253 0.00109397 0.0778743 0.0140051 0.028955 0.0183866 0.0162886 0.309349
50.0 1.0 3.5 .05 1 0 0.6849E+05 0.1000E+04 0.3095E+02 0.3274E+14 0.494E+02 0.158E+00 0.281633 0.00213759 0.0118567 0.0113977 0.00301347 0.00280788 0.332327 0.00539 0.168416 0.0571714 0.12251 0.00352886 0.000966 0.0187286 0.0155743 0.000718163 0.00110682 0.0784206 0.0151237 0.0294193 0.0185173 0.0165487 0.312612
50.0 10.0 3.5 .5 1 0 0.4927E+05 0.1012E+04 0.1780E+02 0.3046E+14 0.384E+02 0.391E+00 0.29375 0.00281119 0.00566644 0.0118411 0.002256 0.00546375 0.244987 0.00784 0.250275 0.0373062 0.0831313 0.00373356 0.00108394 0.0243813 0.0619519 0.000804875 0.00117206 0.0766717 0.0232063 0.0303826 0.0181038 0.0170904 0.266431
50.0 1.0 3.5 .1 1 0 0.6564E+05 0.1008E+04 0.3096E+02 0.3283E+14 0.490E+02 0.183E+00 0.283363 0.0022754 0.0105411 0.0115895 0.00294697 0.00308865 0.328701 0.00565 0.180219 0.0532722 0.115329 0.00360154 0.00100027 0.0196654 0.019382 0.000742411 0.00113062 0.0792481 0.0167467 0.030096 0.0187104 0.0169281 0.3202
50.0 1.0 3.5 .25 1 0 0.5836E+05 0.1004E+04 0.2203E+02 0.2565E+14 0.463E+02 0.261E+00 0.28727 0.00254234 0.00765574 0.011712 0.00266012 0.00387814 0.298761 0.00652 0.207409 0.043665 0.0956609 0.00369142 0.00105428 0.0218038 0.0320019 0.000781374 0.0011577 0.0793325 0.0194482 0.0308729 0.0187329 0.0173655 0.293015
50.0 1.0 3.5 .5 1 0 0.4929E+05 0.1002E+04 0.2185E+02 0.2652E+14 0.428E+02 0.379E+00 0.293878 0.00290351 0.00589518 0.0121783 0.00229812 0.00555429 0.256849 0.00784 0.252735 0.0387918 0.0861061 0.00386449 0.00112555 0.0257731 0.0625959 0.000834612 0.00121371 0.0795938 0.0249796 0.0315683 0.0187935 0.017759 0.292996
50.0 300.0 3.5 .02 1 0 0.5334E+05 0.1049E+04 0.3262E+02 0.8513E+15 0.572E+01 0.867E-01 0.258078 0.000616806 0.0575513 0.0051693 0.00322597 0.0013162 0.283885 0.002445 0.106586 0.18659 0.247755 0.00206462 0.00046454 0.00903272 0.00350211 0.000345824 0.000647775 0.0561216 0.00469701 0.0182254 0.0132523 0.0102508 0.166718
50.0 300.0 3.5 .05 1 0 0.5196E+05 0.1006E+04 0.2953E+02 0.7697E+15 0.571E+01 0.110E+00 0.259386 0.000666621 0.0493352 0.00564683 0.00303481 0.00136437 0.269761 0.002637 0.114908 0.165747 0.235522 0.00210881 0.000474676 0.00894881 0.00465857 0.000352765 0.000661433 0.0552777 0.00627713 0.017882 0.0130523 0.010059 0.197911
50.0 300.0 3.5 .1 1 0 0.4981E+05 0.1017E+04 0.2563E+02 0.6680E+15 0.569E+01 0.148E+00 0.262245 0.000734286 0.0399661 0.0061916 0.00280602 0.00142661 0.249919 0.00294 0.125091 0.141088 0.217663 0.00215303 0.000487776 0.00886388 0.00668724 0.000361898 0.000676592 0.05413 0.00729041 0.0174917 0.0127818 0.00983943 0.211894
